	subject	object	local_mi
9934	TWMET_00230	TWMET_00131	352
9935	TWMET_00230	TWMET_00146	25
9936	TWMET_00230	TWMET_00167	13
9937	TWMET_00230	TWMET_00174	23
9938	TWMET_00230	TWMET_00178	84
9939	TWMET_00230	TWMET_00183	636
9940	TWMET_00230	TWMET_00189	21
9941	TWMET_00230	TWMET_00194	20
9942	TWMET_00230	TWMET_00201	70
9943	TWMET_00230	TWMET_00209	54
9944	TWMET_00230	TWMET_00214	19695
9945	TWMET_00230	TWMET_00218	6
9946	TWMET_00230	TWMET_00225	9
9947	TWMET_00230	TWMET_00231	2
9948	TWMET_00230	TWMET_00240	1029
9949	TWMET_00230	TWMET_00263	5
9950	TWMET_00230	TWMET_00266	13
9951	TWMET_00230	TWMET_00275	40
9952	TWMET_00230	TWMET_00316	20
9953	TWMET_00230	TWMET_00376	7
9954	TWMET_00230	TWMET_00386	325
9955	TWMET_00230	TWMET_00408	125465
9956	TWMET_00230	TWMET_00411	20
9957	TWMET_00230	TWMET_00441	73
9958	TWMET_00230	TWMET_00451	5
9959	TWMET_00230	TWMET_00485	120
9960	TWMET_00230	TWMET_00500	8487
9961	TWMET_00230	TWMET_00508	2
9962	TWMET_00230	TWMET_00534	1306670
9963	TWMET_00230	TWMET_00547	2
9964	TWMET_00230	TWMET_00555	51
9965	TWMET_00230	TWMET_00577	2
9966	TWMET_00230	TWMET_00585	20
9967	TWMET_00230	TWMET_00802	7
9968	TWMET_00230	TWMET_00847	4
9969	TWMET_00230	TWMET_00856	24
9970	TWMET_00230	TWMET_00872	68
9971	TWMET_00230	TWMET_00910	340
9972	TWMET_00230	TWMET_00931	3
9973	TWMET_00230	TWMET_00991	3
9974	TWMET_00230	TWMET_01000	1
9975	TWMET_00230	TWMET_01100	1
9976	TWMET_00230	TWMET_01151	111
9977	TWMET_00230	TWMET_01158	6
9978	TWMET_00230	TWMET_01208	15
9979	TWMET_00231	TWMET_00001	6347
9980	TWMET_00231	TWMET_00003	18
9981	TWMET_00231	TWMET_00010	132
9982	TWMET_00231	TWMET_00017	504
9983	TWMET_00231	TWMET_00021	5
9984	TWMET_00231	TWMET_00023	3
9985	TWMET_00231	TWMET_00032	9
9986	TWMET_00231	TWMET_00035	315
9987	TWMET_00231	TWMET_00039	546
9988	TWMET_00231	TWMET_00041	156
9989	TWMET_00231	TWMET_00045	63
9990	TWMET_00231	TWMET_00048	44
9991	TWMET_00231	TWMET_00051	8
9992	TWMET_00231	TWMET_00062	162
9993	TWMET_00231	TWMET_00064	12
9994	TWMET_00231	TWMET_00079	1634
9995	TWMET_00231	TWMET_00086	22176
9996	TWMET_00231	TWMET_00093	95
9997	TWMET_00231	TWMET_00098	450
9998	TWMET_00231	TWMET_00101	24
9999	TWMET_00231	TWMET_00118	14
10000	TWMET_00231	TWMET_00125	161
10001	TWMET_00231	TWMET_00128	76152
10002	TWMET_00231	TWMET_00144	4
10003	TWMET_00231	TWMET_00149	3
10004	TWMET_00231	TWMET_00174	40
10005	TWMET_00231	TWMET_00178	1045
10006	TWMET_00231	TWMET_00183	10
10007	TWMET_00231	TWMET_00188	70
10008	TWMET_00231	TWMET_00193	1
10009	TWMET_00231	TWMET_00201	36
10010	TWMET_00231	TWMET_00209	1
10011	TWMET_00231	TWMET_00218	3658
10012	TWMET_00231	TWMET_00225	40
10013	TWMET_00231	TWMET_00233	416
10014	TWMET_00231	TWMET_00243	4
10015	TWMET_00231	TWMET_00253	1
10016	TWMET_00231	TWMET_00263	42
10017	TWMET_00231	TWMET_00268	48
10018	TWMET_00231	TWMET_00276	1976
10019	TWMET_00231	TWMET_00376	2
10020	TWMET_00231	TWMET_00386	3023042
10021	TWMET_00231	TWMET_00400	288
10022	TWMET_00231	TWMET_00410	1
10023	TWMET_00231	TWMET_00441	10
10024	TWMET_00231	TWMET_00467	4200
10025	TWMET_00231	TWMET_00492	6713
10026	TWMET_00231	TWMET_00500	988
10027	TWMET_00231	TWMET_00533	1
10028	TWMET_00231	TWMET_00547	275
10029	TWMET_00231	TWMET_00555	56
10030	TWMET_00231	TWMET_00575	13
10031	TWMET_00231	TWMET_00772	9
10032	TWMET_00231	TWMET_00844	18
10033	TWMET_00231	TWMET_00848	1
10034	TWMET_00231	TWMET_00909	2
10035	TWMET_00231	TWMET_00935	160992
10036	TWMET_00231	TWMET_00941	1
10037	TWMET_00231	TWMET_01004	238
10038	TWMET_00231	TWMET_01141	12
10039	TWMET_00231	TWMET_01173	4
10040	TWMET_00233	TWMET_00001	3690
10041	TWMET_00233	TWMET_00003	4835
10042	TWMET_00233	TWMET_00005	123
10043	TWMET_00233	TWMET_00008	67
10044	TWMET_00233	TWMET_00010	98
10045	TWMET_00233	TWMET_00012	78
10046	TWMET_00233	TWMET_00014	318
10047	TWMET_00233	TWMET_00017	187100
10048	TWMET_00233	TWMET_00019	56
10049	TWMET_00233	TWMET_00021	56545
10050	TWMET_00233	TWMET_00023	35
10051	TWMET_00233	TWMET_00026	84
10052	TWMET_00233	TWMET_00031	35
10053	TWMET_00233	TWMET_00035	870
10054	TWMET_00233	TWMET_00039	5120
10055	TWMET_00233	TWMET_00041	3084
10056	TWMET_00233	TWMET_00045	168
10057	TWMET_00233	TWMET_00048	17
10058	TWMET_00233	TWMET_00057	195260
10059	TWMET_00233	TWMET_00060	48
10060	TWMET_00233	TWMET_00062	49
10061	TWMET_00233	TWMET_00064	1281
10062	TWMET_00233	TWMET_00079	45
10063	TWMET_00233	TWMET_00083	52
10064	TWMET_00233	TWMET_00087	4752
10065	TWMET_00233	TWMET_00090	1218
10066	TWMET_00233	TWMET_00101	25
10067	TWMET_00233	TWMET_00104	666
10068	TWMET_00233	TWMET_00119	39
10069	TWMET_00233	TWMET_00126	23640
10070	TWMET_00233	TWMET_00129	368
10071	TWMET_00233	TWMET_00144	6080
10072	TWMET_00233	TWMET_00148	18
10073	TWMET_00233	TWMET_00174	27
10074	TWMET_00233	TWMET_00178	104
10075	TWMET_00233	TWMET_00183	69376
10076	TWMET_00233	TWMET_00189	25
10077	TWMET_00233	TWMET_00194	20
10078	TWMET_00233	TWMET_00201	70
10079	TWMET_00233	TWMET_00209	355
10080	TWMET_00233	TWMET_00214	90036
10081	TWMET_00233	TWMET_00218	104
10082	TWMET_00233	TWMET_00230	76788
10083	TWMET_00233	TWMET_00240	96
10084	TWMET_00233	TWMET_00254	44
10085	TWMET_00233	TWMET_00264	6
10086	TWMET_00233	TWMET_00268	81
10087	TWMET_00233	TWMET_00275	19
10088	TWMET_00233	TWMET_00322	45
10089	TWMET_00233	TWMET_00354	5
10090	TWMET_00233	TWMET_00383	1
10091	TWMET_00233	TWMET_00392	884
10092	TWMET_00233	TWMET_00403	5
10093	TWMET_00233	TWMET_00435	378
10094	TWMET_00233	TWMET_00467	8
10095	TWMET_00233	TWMET_00500	849758
10096	TWMET_00233	TWMET_00508	6
10097	TWMET_00233	TWMET_00534	29646
10098	TWMET_00233	TWMET_00550	450109
10099	TWMET_00233	TWMET_00554	1
10100	TWMET_00233	TWMET_00564	62
10101	TWMET_00233	TWMET_00584	3
10102	TWMET_00233	TWMET_00720	3
10103	TWMET_00233	TWMET_00805	52
10104	TWMET_00233	TWMET_00844	56
10105	TWMET_00233	TWMET_00856	10
10106	TWMET_00233	TWMET_00897	22
10107	TWMET_00233	TWMET_00910	175
10108	TWMET_00233	TWMET_00931	20
10109	TWMET_00233	TWMET_00941	496
10110	TWMET_00233	TWMET_00997	4
10111	TWMET_00233	TWMET_01004	7
10112	TWMET_00233	TWMET_01030	4002
10113	TWMET_00233	TWMET_01141	18
10114	TWMET_00233	TWMET_01153	96
10115	TWMET_00233	TWMET_01173	22
10116	TWMET_00233	TWMET_01200	4
10117	TWMET_00233	TWMET_01235	42
10118	TWMET_00237	TWMET_00002	240
10119	TWMET_00237	TWMET_00004	1239
10120	TWMET_00237	TWMET_00009	500
10121	TWMET_00237	TWMET_00011	150
10122	TWMET_00237	TWMET_00013	62
10123	TWMET_00237	TWMET_00017	10
10124	TWMET_00237	TWMET_00024	13
10125	TWMET_00237	TWMET_00030	6
10126	TWMET_00237	TWMET_00041	10
10127	TWMET_00237	TWMET_00045	10
10128	TWMET_00237	TWMET_00048	546
10129	TWMET_00237	TWMET_00051	132
10130	TWMET_00237	TWMET_00062	6
10131	TWMET_00237	TWMET_00065	116
10132	TWMET_00237	TWMET_00077	3
10133	TWMET_00237	TWMET_00081	80
10134	TWMET_00237	TWMET_00087	10
10135	TWMET_00237	TWMET_00090	3
10136	TWMET_00237	TWMET_00098	5916
10137	TWMET_00237	TWMET_00119	22648
10138	TWMET_00237	TWMET_00121	3
10139	TWMET_00237	TWMET_00131	1105
10140	TWMET_00237	TWMET_00149	2
10141	TWMET_00237	TWMET_00153	3
10142	TWMET_00237	TWMET_00184	100
10143	TWMET_00237	TWMET_00194	48
10144	TWMET_00237	TWMET_00201	1976
10145	TWMET_00237	TWMET_00214	2
10146	TWMET_00237	TWMET_00218	1638
10147	TWMET_00237	TWMET_00225	15
10148	TWMET_00237	TWMET_00240	154
10149	TWMET_00237	TWMET_00249	1
10150	TWMET_00237	TWMET_00268	400
10151	TWMET_00237	TWMET_00322	3
10152	TWMET_00237	TWMET_00354	144
10153	TWMET_00237	TWMET_00386	2
10154	TWMET_00237	TWMET_00408	1
10155	TWMET_00237	TWMET_00467	12
10156	TWMET_00237	TWMET_00497	1
10157	TWMET_00237	TWMET_00536	4
10158	TWMET_00237	TWMET_00552	2
10159	TWMET_00237	TWMET_00577	50
10160	TWMET_00237	TWMET_00847	1
10161	TWMET_00237	TWMET_00909	2
10162	TWMET_00237	TWMET_00931	4
10163	TWMET_00237	TWMET_00940	1
10164	TWMET_00237	TWMET_01015	4
10165	TWMET_00237	TWMET_01151	6
10166	TWMET_00237	TWMET_01235	2
10167	TWMET_00240	TWMET_00002	2996
10168	TWMET_00240	TWMET_00004	220
10169	TWMET_00240	TWMET_00006	734
10170	TWMET_00240	TWMET_00009	176
10171	TWMET_00240	TWMET_00024	64
10172	TWMET_00240	TWMET_00030	969
10173	TWMET_00240	TWMET_00034	117
10174	TWMET_00240	TWMET_00037	135
10175	TWMET_00240	TWMET_00040	100
10176	TWMET_00240	TWMET_00044	618
10177	TWMET_00240	TWMET_00047	72
10178	TWMET_00240	TWMET_00049	93
10179	TWMET_00240	TWMET_00065	69
10180	TWMET_00240	TWMET_00081	1470
10181	TWMET_00240	TWMET_00086	46
10182	TWMET_00240	TWMET_00093	30
10183	TWMET_00240	TWMET_00098	214
10184	TWMET_00240	TWMET_00100	43
10185	TWMET_00240	TWMET_00119	416130
10186	TWMET_00240	TWMET_00126	44
10187	TWMET_00240	TWMET_00183	25
10188	TWMET_00240	TWMET_00201	146
10189	TWMET_00240	TWMET_00214	17
10190	TWMET_00240	TWMET_00218	7
10191	TWMET_00240	TWMET_00233	96
10192	TWMET_00240	TWMET_00243	15
10193	TWMET_00240	TWMET_00246	4
10194	TWMET_00240	TWMET_00263	9
10195	TWMET_00240	TWMET_00316	54
10196	TWMET_00240	TWMET_00353	4
10197	TWMET_00240	TWMET_00376	8
10198	TWMET_00240	TWMET_00408	6600
10199	TWMET_00240	TWMET_00451	15
10200	TWMET_00240	TWMET_00485	230
10201	TWMET_00240	TWMET_00500	13
10202	TWMET_00240	TWMET_00533	370
10203	TWMET_00240	TWMET_00536	50
10204	TWMET_00240	TWMET_00577	5
10205	TWMET_00240	TWMET_00785	5
10206	TWMET_00240	TWMET_01153	12
10207	TWMET_00240	TWMET_01235	19
10208	TWMET_00243	TWMET_00002	954
10209	TWMET_00243	TWMET_00004	3558
10210	TWMET_00243	TWMET_00006	48
10211	TWMET_00243	TWMET_00009	1348
10212	TWMET_00243	TWMET_00011	444
10213	TWMET_00243	TWMET_00013	75
10214	TWMET_00243	TWMET_00015	2004
10215	TWMET_00243	TWMET_00018	620
10216	TWMET_00243	TWMET_00020	178
10217	TWMET_00243	TWMET_00022	23
10218	TWMET_00243	TWMET_00024	4554
10219	TWMET_00243	TWMET_00027	17
10220	TWMET_00243	TWMET_00032	23
10221	TWMET_00243	TWMET_00034	52
10222	TWMET_00243	TWMET_00037	60
10223	TWMET_00243	TWMET_00040	676
10224	TWMET_00243	TWMET_00044	35
10225	TWMET_00243	TWMET_00047	24
10226	TWMET_00243	TWMET_00049	80
10227	TWMET_00243	TWMET_00056	92
10228	TWMET_00243	TWMET_00058	16
10229	TWMET_00243	TWMET_00061	70
10230	TWMET_00243	TWMET_00065	246
10231	TWMET_00243	TWMET_00076	19
10232	TWMET_00243	TWMET_00081	70
10233	TWMET_00243	TWMET_00086	58
10234	TWMET_00243	TWMET_00088	100
10235	TWMET_00243	TWMET_00093	147
10236	TWMET_00243	TWMET_00098	4784
10237	TWMET_00243	TWMET_00100	24
10238	TWMET_00243	TWMET_00103	385
10239	TWMET_00243	TWMET_00113	1450
10240	TWMET_00243	TWMET_00118	108
10241	TWMET_00243	TWMET_00120	11
10242	TWMET_00243	TWMET_00125	188
10243	TWMET_00243	TWMET_00128	20202
10244	TWMET_00243	TWMET_00131	228
10245	TWMET_00243	TWMET_00149	17
10246	TWMET_00243	TWMET_00153	8
10247	TWMET_00243	TWMET_00164	8
10248	TWMET_00243	TWMET_00167	10
10249	TWMET_00243	TWMET_00174	14
10250	TWMET_00243	TWMET_00178	9
10251	TWMET_00243	TWMET_00185	8
10252	TWMET_00243	TWMET_00194	172
10253	TWMET_00243	TWMET_00201	8092
10254	TWMET_00243	TWMET_00214	7
10255	TWMET_00243	TWMET_00218	1680
10256	TWMET_00243	TWMET_00225	28
10257	TWMET_00243	TWMET_00230	5
10258	TWMET_00243	TWMET_00240	15
10259	TWMET_00243	TWMET_00246	2948
10260	TWMET_00243	TWMET_00253	5
10261	TWMET_00243	TWMET_00263	5
10262	TWMET_00243	TWMET_00266	112
10263	TWMET_00243	TWMET_00269	8
10264	TWMET_00243	TWMET_00275	26
10265	TWMET_00243	TWMET_00322	13
10266	TWMET_00243	TWMET_00354	300
10267	TWMET_00243	TWMET_00383	2
10268	TWMET_00243	TWMET_00392	2
10269	TWMET_00243	TWMET_00403	24
10270	TWMET_00243	TWMET_00411	395
10271	TWMET_00243	TWMET_00441	69
10272	TWMET_00243	TWMET_00467	24
10273	TWMET_00243	TWMET_00492	2
10274	TWMET_00243	TWMET_00500	2
10275	TWMET_00243	TWMET_00550	165
10276	TWMET_00243	TWMET_00577	18
10277	TWMET_00243	TWMET_00785	1
10278	TWMET_00243	TWMET_00802	189
10279	TWMET_00243	TWMET_00819	7
10280	TWMET_00243	TWMET_00847	36
10281	TWMET_00243	TWMET_00850	1
10282	TWMET_00243	TWMET_00867	13
10283	TWMET_00243	TWMET_00872	63
10284	TWMET_00243	TWMET_00909	28
10285	TWMET_00243	TWMET_00931	10
10286	TWMET_00243	TWMET_00940	30
10287	TWMET_00243	TWMET_01000	3
10288	TWMET_00243	TWMET_01030	14
10289	TWMET_00243	TWMET_01153	6
10290	TWMET_00243	TWMET_01173	3
10291	TWMET_00243	TWMET_01184	6
10292	TWMET_00243	TWMET_01235	22
10293	TWMET_00245	TWMET_00002	274
10294	TWMET_00245	TWMET_00004	130
10295	TWMET_00245	TWMET_00009	108
10296	TWMET_00245	TWMET_00034	318
10297	TWMET_00245	TWMET_00037	112
10298	TWMET_00245	TWMET_00044	65
10299	TWMET_00245	TWMET_00047	180
10300	TWMET_00245	TWMET_00049	28
10301	TWMET_00245	TWMET_00056	30
10302	TWMET_00245	TWMET_00058	748
10303	TWMET_00245	TWMET_00071	29
10304	TWMET_00245	TWMET_00076	564
10305	TWMET_00245	TWMET_00078	148
10306	TWMET_00245	TWMET_00086	28
10307	TWMET_00245	TWMET_00088	24
10308	TWMET_00245	TWMET_00115	33
10309	TWMET_00245	TWMET_00121	23
10310	TWMET_00245	TWMET_00152	882
10311	TWMET_00245	TWMET_00163	28
10312	TWMET_00245	TWMET_00166	12
10313	TWMET_00245	TWMET_00176	44
10314	TWMET_00245	TWMET_00181	20
10315	TWMET_00245	TWMET_00185	540
10316	TWMET_00245	TWMET_00189	24
10317	TWMET_00245	TWMET_00192	2427264
10318	TWMET_00245	TWMET_00194	18
10319	TWMET_00245	TWMET_00209	11
10320	TWMET_00245	TWMET_00218	6
10321	TWMET_00245	TWMET_00225	13
10322	TWMET_00245	TWMET_00249	7
10323	TWMET_00245	TWMET_00254	46
10324	TWMET_00245	TWMET_00268	40
10325	TWMET_00245	TWMET_00322	664
10326	TWMET_00245	TWMET_00376	3
10327	TWMET_00245	TWMET_00400	7
10328	TWMET_00245	TWMET_00410	11
10329	TWMET_00245	TWMET_00465	28
10330	TWMET_00245	TWMET_00575	15
10331	TWMET_00245	TWMET_00585	16
10332	TWMET_00245	TWMET_00840	4
10333	TWMET_00245	TWMET_00897	22
10334	TWMET_00245	TWMET_00910	3
10335	TWMET_00245	TWMET_01025	12
10336	TWMET_00245	TWMET_01043	8
10337	TWMET_00245	TWMET_01175	4
10338	TWMET_00245	TWMET_01208	24
10339	TWMET_00245	TWMET_01235	11
10340	TWMET_00246	TWMET_00002	87
10341	TWMET_00246	TWMET_00004	1025
10342	TWMET_00246	TWMET_00009	342
10343	TWMET_00246	TWMET_00011	27
10344	TWMET_00246	TWMET_00013	22
10345	TWMET_00246	TWMET_00015	388
10346	TWMET_00246	TWMET_00018	13
10347	TWMET_00246	TWMET_00024	558
10348	TWMET_00246	TWMET_00032	20
10349	TWMET_00246	TWMET_00034	420
10350	TWMET_00246	TWMET_00037	26
10351	TWMET_00246	TWMET_00040	64
10352	TWMET_00246	TWMET_00044	10
10353	TWMET_00246	TWMET_00049	11
10354	TWMET_00246	TWMET_00058	8
10355	TWMET_00246	TWMET_00061	5
10356	TWMET_00246	TWMET_00063	6
10357	TWMET_00246	TWMET_00065	12474
10358	TWMET_00246	TWMET_00076	5
10359	TWMET_00246	TWMET_00081	11
10360	TWMET_00246	TWMET_00086	4
10361	TWMET_00246	TWMET_00093	8
10362	TWMET_00246	TWMET_00103	92
10363	TWMET_00246	TWMET_00119	3825
10364	TWMET_00246	TWMET_00128	3900
10365	TWMET_00246	TWMET_00144	5
10366	TWMET_00246	TWMET_00149	26
10367	TWMET_00246	TWMET_00153	60
10368	TWMET_00246	TWMET_00157	20
10369	TWMET_00246	TWMET_00166	10
10370	TWMET_00246	TWMET_00176	70
10371	TWMET_00246	TWMET_00184	4
10372	TWMET_00246	TWMET_00193	2
10373	TWMET_00246	TWMET_00197	3
10374	TWMET_00246	TWMET_00205	1
10375	TWMET_00246	TWMET_00217	3
10376	TWMET_00246	TWMET_00219	2
10377	TWMET_00246	TWMET_00237	189
10378	TWMET_00246	TWMET_00243	2948
10379	TWMET_00246	TWMET_00253	867
10380	TWMET_00246	TWMET_00263	3
10381	TWMET_00246	TWMET_00266	2
10382	TWMET_00246	TWMET_00269	3
10383	TWMET_00246	TWMET_00273	27
10384	TWMET_00246	TWMET_00276	104
10385	TWMET_00246	TWMET_00353	2
10386	TWMET_00246	TWMET_00376	418
10387	TWMET_00246	TWMET_00400	1
10388	TWMET_00246	TWMET_00408	3
10389	TWMET_00246	TWMET_00441	27
10390	TWMET_00246	TWMET_00485	20
10391	TWMET_00246	TWMET_00550	10
10392	TWMET_00246	TWMET_00584	2
10393	TWMET_00246	TWMET_00785	209
10394	TWMET_00246	TWMET_00805	8
10395	TWMET_00246	TWMET_00844	10
10396	TWMET_00246	TWMET_00850	162
10397	TWMET_00246	TWMET_00870	92
10398	TWMET_00246	TWMET_00917	26
10399	TWMET_00246	TWMET_01004	1
10400	TWMET_00246	TWMET_01030	2
10401	TWMET_00246	TWMET_01158	4
10402	TWMET_00246	TWMET_01175	49
10403	TWMET_00246	TWMET_01235	8
10404	TWMET_00249	TWMET_00002	35052
10405	TWMET_00249	TWMET_00004	980573
10406	TWMET_00249	TWMET_00006	55
10407	TWMET_00249	TWMET_00009	2000
10408	TWMET_00249	TWMET_00011	22002
10409	TWMET_00249	TWMET_00013	214
10410	TWMET_00249	TWMET_00015	618
10411	TWMET_00249	TWMET_00018	324
10412	TWMET_00249	TWMET_00020	25
10413	TWMET_00249	TWMET_00022	21
10414	TWMET_00249	TWMET_00024	136
10415	TWMET_00249	TWMET_00030	27
10416	TWMET_00249	TWMET_00032	37
10417	TWMET_00249	TWMET_00034	56
10418	TWMET_00249	TWMET_00037	83
10419	TWMET_00249	TWMET_00040	138
10420	TWMET_00249	TWMET_00044	222
10421	TWMET_00249	TWMET_00047	136
10422	TWMET_00249	TWMET_00049	118
10423	TWMET_00249	TWMET_00056	16
10424	TWMET_00249	TWMET_00061	14
10425	TWMET_00249	TWMET_00063	76
10426	TWMET_00249	TWMET_00065	225
10427	TWMET_00249	TWMET_00076	292
10428	TWMET_00249	TWMET_00078	348
10429	TWMET_00249	TWMET_00081	189
10430	TWMET_00249	TWMET_00086	1860
10431	TWMET_00249	TWMET_00088	84
10432	TWMET_00249	TWMET_00093	415
10433	TWMET_00249	TWMET_00098	174
10434	TWMET_00249	TWMET_00100	56
10435	TWMET_00249	TWMET_00103	17
10436	TWMET_00249	TWMET_00125	3165
10437	TWMET_00249	TWMET_00128	129
10438	TWMET_00249	TWMET_00131	17
10439	TWMET_00249	TWMET_00156	52
10440	TWMET_00249	TWMET_00167	10
10441	TWMET_00249	TWMET_00174	8
10442	TWMET_00249	TWMET_00178	96
10443	TWMET_00249	TWMET_00183	14
10444	TWMET_00249	TWMET_00189	14
10445	TWMET_00249	TWMET_00192	10
10446	TWMET_00249	TWMET_00194	290
10447	TWMET_00249	TWMET_00201	2550
10448	TWMET_00249	TWMET_00209	124
10449	TWMET_00249	TWMET_00214	1770
10450	TWMET_00249	TWMET_00218	4
10451	TWMET_00249	TWMET_00225	7
10452	TWMET_00249	TWMET_00230	9766
10453	TWMET_00249	TWMET_00233	3772
10454	TWMET_00249	TWMET_00245	7
10455	TWMET_00249	TWMET_00254	63
10456	TWMET_00249	TWMET_00264	1976
10457	TWMET_00249	TWMET_00268	30
10458	TWMET_00249	TWMET_00272	10
10459	TWMET_00249	TWMET_00275	24
10460	TWMET_00249	TWMET_00354	32
10461	TWMET_00249	TWMET_00383	2
10462	TWMET_00249	TWMET_00392	2
10463	TWMET_00249	TWMET_00403	2
10464	TWMET_00249	TWMET_00411	284
10465	TWMET_00249	TWMET_00465	12
10466	TWMET_00249	TWMET_00485	12
10467	TWMET_00249	TWMET_00497	34104
10468	TWMET_00249	TWMET_00507	22
10469	TWMET_00249	TWMET_00534	4170
10470	TWMET_00249	TWMET_00547	40
10471	TWMET_00249	TWMET_00554	4
10472	TWMET_00249	TWMET_00564	116
10473	TWMET_00249	TWMET_00584	1
10474	TWMET_00249	TWMET_00847	3
10475	TWMET_00249	TWMET_00850	42
10476	TWMET_00249	TWMET_00867	12
10477	TWMET_00249	TWMET_00872	7
10478	TWMET_00249	TWMET_00910	171
10479	TWMET_00249	TWMET_00931	10
10480	TWMET_00249	TWMET_00940	5
10481	TWMET_00249	TWMET_00997	4
10482	TWMET_00249	TWMET_01015	1
10483	TWMET_00249	TWMET_01100	1
10484	TWMET_00249	TWMET_01151	24
10485	TWMET_00249	TWMET_01173	14
10486	TWMET_00249	TWMET_01208	24
10487	TWMET_00253	TWMET_00005	175
10488	TWMET_00253	TWMET_00031	37
10489	TWMET_00253	TWMET_00048	31
10490	TWMET_00253	TWMET_00051	70
10491	TWMET_00253	TWMET_00062	20
10492	TWMET_00253	TWMET_00074	25825
10493	TWMET_00253	TWMET_00079	21
10494	TWMET_00253	TWMET_00101	2123
10495	TWMET_00253	TWMET_00104	69
10496	TWMET_00253	TWMET_00118	19
10497	TWMET_00253	TWMET_00120	104632
10498	TWMET_00253	TWMET_00128	19
10499	TWMET_00253	TWMET_00149	121623
10500	TWMET_00253	TWMET_00153	645955
10501	TWMET_00253	TWMET_00157	59670
10502	TWMET_00253	TWMET_00166	10
10503	TWMET_00253	TWMET_00176	15
10504	TWMET_00253	TWMET_00185	189
10505	TWMET_00253	TWMET_00189	14
10506	TWMET_00253	TWMET_00192	5899
10507	TWMET_00253	TWMET_00194	26
10508	TWMET_00253	TWMET_00201	74
10509	TWMET_00253	TWMET_00209	19
10510	TWMET_00253	TWMET_00218	4
10511	TWMET_00253	TWMET_00224	12
10512	TWMET_00253	TWMET_00228	1
10513	TWMET_00253	TWMET_00231	1
10514	TWMET_00253	TWMET_00243	5
10515	TWMET_00253	TWMET_00246	867
10516	TWMET_00253	TWMET_00254	14
10517	TWMET_00253	TWMET_00264	42
10518	TWMET_00253	TWMET_00272	14
10519	TWMET_00253	TWMET_00275	15
10520	TWMET_00253	TWMET_00451	5
10521	TWMET_00253	TWMET_00467	10
10522	TWMET_00253	TWMET_00785	10
10523	TWMET_00253	TWMET_00840	4
10524	TWMET_00253	TWMET_00847	6
10525	TWMET_00253	TWMET_00850	3
10526	TWMET_00253	TWMET_00870	51
10527	TWMET_00253	TWMET_00897	20
10528	TWMET_00253	TWMET_00910	2
10529	TWMET_00253	TWMET_00931	3
10530	TWMET_00253	TWMET_00940	7
10531	TWMET_00253	TWMET_00991	4
10532	TWMET_00253	TWMET_01158	4
10533	TWMET_00253	TWMET_01175	20
10534	TWMET_00253	TWMET_01200	1
10535	TWMET_00253	TWMET_01235	6
10536	TWMET_00254	TWMET_00002	1878
10537	TWMET_00254	TWMET_00004	1713
10538	TWMET_00254	TWMET_00006	624
10539	TWMET_00254	TWMET_00009	1566
10540	TWMET_00254	TWMET_00011	109
10541	TWMET_00254	TWMET_00013	1900
10542	TWMET_00254	TWMET_00015	2755
10543	TWMET_00254	TWMET_00018	332
10544	TWMET_00254	TWMET_00020	57
10545	TWMET_00254	TWMET_00022	555
10546	TWMET_00254	TWMET_00024	528
10547	TWMET_00254	TWMET_00027	210
10548	TWMET_00254	TWMET_00030	34
10549	TWMET_00254	TWMET_00032	465
10550	TWMET_00254	TWMET_00034	1990
10551	TWMET_00254	TWMET_00037	11847
10552	TWMET_00254	TWMET_00040	2075
10553	TWMET_00254	TWMET_00044	2952
10554	TWMET_00254	TWMET_00047	77
10555	TWMET_00254	TWMET_00049	393
10556	TWMET_00254	TWMET_00058	136
10557	TWMET_00254	TWMET_00061	26
10558	TWMET_00254	TWMET_00065	1380
10559	TWMET_00254	TWMET_00071	33
10560	TWMET_00254	TWMET_00076	3054430
10561	TWMET_00254	TWMET_00078	2094015
10562	TWMET_00254	TWMET_00081	512
10563	TWMET_00254	TWMET_00086	20550
10564	TWMET_00254	TWMET_00088	158
10565	TWMET_00254	TWMET_00093	240
10566	TWMET_00254	TWMET_00098	354
10567	TWMET_00254	TWMET_00100	309
10568	TWMET_00254	TWMET_00103	112
10569	TWMET_00254	TWMET_00113	384
10570	TWMET_00254	TWMET_00125	31
10571	TWMET_00254	TWMET_00128	8406
10572	TWMET_00254	TWMET_00131	17
10573	TWMET_00254	TWMET_00156	165
10574	TWMET_00254	TWMET_00166	8
10575	TWMET_00254	TWMET_00176	880
10576	TWMET_00254	TWMET_00181	90
10577	TWMET_00254	TWMET_00184	124
10578	TWMET_00254	TWMET_00188	780
10579	TWMET_00254	TWMET_00191	129
10580	TWMET_00254	TWMET_00205	20
10581	TWMET_00254	TWMET_00211	20
10582	TWMET_00254	TWMET_00217	141
10583	TWMET_00254	TWMET_00219	66
10584	TWMET_00254	TWMET_00228	2
10585	TWMET_00254	TWMET_00231	2257
10586	TWMET_00254	TWMET_00245	46
10587	TWMET_00254	TWMET_00249	63
10588	TWMET_00254	TWMET_00263	294
10589	TWMET_00254	TWMET_00266	18
10590	TWMET_00254	TWMET_00269	132
10591	TWMET_00254	TWMET_00273	54
10592	TWMET_00254	TWMET_00276	2656
10593	TWMET_00254	TWMET_00322	60
10594	TWMET_00254	TWMET_00354	12
